样本ID | P | R | F1
legal_question_answering_48895 | 0.7871 | 0.6599 | 0.7179
legal_question_answering_68626 | 0.3606 | 0.4979 | 0.4183
legal_question_answering_12172 | 0.6917 | 0.7011 | 0.6964
legal_question_answering_3222 | 0.8040 | 0.6524 | 0.7203
legal_question_answering_30717 | 0.7399 | 0.7888 | 0.7636
legal_question_answering_45001 | 0.7526 | 0.7972 | 0.7743
legal_question_answering_53433 | 0.8028 | 0.7721 | 0.7872
legal_question_answering_453 | 0.7225 | 0.7293 | 0.7259
legal_question_answering_35844 | 0.7801 | 0.7531 | 0.7664
legal_question_answering_66584 | 0.2828 | 0.4998 | 0.3612
legal_question_answering_30146 | 0.7355 | 0.7705 | 0.7526
legal_question_answering_68319 | 0.3883 | 0.8055 | 0.5240
legal_question_answering_43945 | 0.0000 | 0.0000 | 0.0000
legal_question_answering_55767 | 0.6829 | 0.8032 | 0.7382
legal_question_answering_17291 | 0.7630 | 0.7338 | 0.7481
legal_question_answering_60726 | 0.7824 | 0.7978 | 0.7900
legal_question_answering_39798 | 0.7350 | 0.6687 | 0.7003
legal_question_answering_46758 | 0.6147 | 0.8684 | 0.7199
legal_question_answering_21120 | 0.7436 | 0.7532 | 0.7484
legal_question_answering_68631 | 0.2883 | 0.5080 | 0.3679
legal_question_answering_15404 | 0.6992 | 0.7198 | 0.7093
legal_question_answering_66716 | 0.4695 | 0.7726 | 0.5841
legal_question_answering_8064 | 0.7131 | 0.6883 | 0.7005
legal_question_answering_25450 | 0.7805 | 0.8827 | 0.8285
legal_question_answering_21633 | 0.5931 | 0.5076 | 0.5470
legal_question_answering_66498 | 0.4833 | 0.5871 | 0.5302
legal_question_answering_14077 | 0.9400 | 0.8503 | 0.8929
legal_question_answering_38059 | 0.7557 | 0.6984 | 0.7259
legal_question_answering_54469 | 0.7379 | 0.7811 | 0.7589
legal_question_answering_75731 | 0.7302 | 0.8134 | 0.7695
legal_question_answering_63488 | 0.5512 | 0.6280 | 0.5871
legal_question_answering_48732 | 0.7734 | 0.7675 | 0.7704
legal_question_answering_28490 | 0.7472 | 0.7673 | 0.7571
legal_question_answering_26074 | 0.7565 | 0.6849 | 0.7189
legal_question_answering_34833 | 0.7510 | 0.6859 | 0.7169
legal_question_answering_54624 | 0.8295 | 0.9007 | 0.8636
legal_question_answering_65672 | 0.6871 | 0.6742 | 0.6806
legal_question_answering_76836 | 0.9887 | 0.9921 | 0.9904
legal_question_answering_42138 | 0.7645 | 0.7344 | 0.7491
legal_question_answering_49707 | 0.7924 | 0.7616 | 0.7767
legal_question_answering_5239 | 0.8702 | 0.6499 | 0.7441
legal_question_answering_71647 | 0.3796 | 0.6141 | 0.4692
legal_question_answering_74028 | 0.3676 | 0.4979 | 0.4229
legal_question_answering_59743 | 0.5990 | 0.5753 | 0.5869
legal_question_answering_69635 | 0.4118 | 0.5263 | 0.4620
legal_question_answering_47361 | 0.6893 | 0.6295 | 0.6580
legal_question_answering_79663 | 0.4537 | 0.6779 | 0.5436
legal_question_answering_3566 | 0.7581 | 0.6236 | 0.6843
legal_question_answering_56909 | 0.6911 | 0.6901 | 0.6906
legal_question_answering_30640 | 0.6517 | 0.7540 | 0.6991
legal_question_answering_60261 | 0.6107 | 0.6215 | 0.6161
legal_question_answering_20963 | 0.7034 | 0.6874 | 0.6953
legal_question_answering_44565 | 0.7941 | 0.7920 | 0.7931
legal_question_answering_6361 | 0.8287 | 0.6328 | 0.7176
legal_question_answering_14011 | 0.8228 | 0.7547 | 0.7873
legal_question_answering_66936 | 0.4341 | 0.7641 | 0.5537
legal_question_answering_76755 | 0.6774 | 0.6747 | 0.6760
legal_question_answering_47967 | 0.7123 | 0.7036 | 0.7080
legal_question_answering_17315 | 0.7762 | 0.7260 | 0.7503
legal_question_answering_24600 | 0.7719 | 0.7695 | 0.7707
legal_question_answering_72624 | 0.3287 | 0.5619 | 0.4148
legal_question_answering_3710 | 0.7705 | 0.7605 | 0.7655
legal_question_answering_75455 | 0.7296 | 0.6873 | 0.7078
legal_question_answering_74054 | 0.3527 | 0.5249 | 0.4219
legal_question_answering_62090 | 0.5896 | 0.6514 | 0.6190
legal_question_answering_53312 | 0.7718 | 0.7990 | 0.7852
legal_question_answering_21390 | 0.8612 | 0.7579 | 0.8062
legal_question_answering_62632 | 0.6110 | 0.6241 | 0.6175
legal_question_answering_67956 | 0.5209 | 0.6055 | 0.5600
legal_question_answering_13709 | 0.4863 | 0.4617 | 0.4737
legal_question_answering_61172 | 0.6085 | 0.6810 | 0.6427
legal_question_answering_19806 | 0.7861 | 0.7452 | 0.7651
legal_question_answering_16754 | 0.7273 | 0.8343 | 0.7771
legal_question_answering_77027 | 0.8858 | 0.9360 | 0.9102
legal_question_answering_69388 | 0.3748 | 0.6501 | 0.4755
legal_question_answering_24472 | 0.6486 | 0.7956 | 0.7146
legal_question_answering_4052 | 0.5839 | 0.6536 | 0.6168
legal_question_answering_37491 | 0.7358 | 0.7733 | 0.7541
legal_question_answering_28838 | 0.8302 | 0.8177 | 0.8239
legal_question_answering_34508 | 0.7487 | 0.7383 | 0.7435
legal_question_answering_52713 | 0.5894 | 0.7896 | 0.6750
legal_question_answering_3536 | 0.6676 | 0.7246 | 0.6949
legal_question_answering_27737 | 0.0000 | 0.0000 | 0.0000
legal_question_answering_55064 | 0.7703 | 0.7931 | 0.7816
legal_question_answering_6153 | 0.5531 | 0.4844 | 0.5165
legal_question_answering_32574 | 0.6934 | 0.6979 | 0.6956
legal_question_answering_64998 | 0.6313 | 0.6684 | 0.6493
legal_question_answering_5909 | 0.6462 | 0.7058 | 0.6747
legal_question_answering_55222 | 0.0000 | 0.0000 | 0.0000
legal_question_answering_47568 | 0.7412 | 0.7243 | 0.7327
legal_question_answering_53372 | 0.4688 | 0.2933 | 0.3609
legal_question_answering_15099 | 0.6312 | 0.5731 | 0.6008
legal_question_answering_28915 | 0.7372 | 0.7641 | 0.7504
legal_question_answering_4446 | 0.6952 | 0.6853 | 0.6902
legal_question_answering_286 | 0.7940 | 0.6164 | 0.6940
legal_question_answering_68927 | 0.3526 | 0.5853 | 0.4401
legal_question_answering_13044 | 0.7337 | 0.6548 | 0.6920
legal_question_answering_24540 | 0.6921 | 0.7074 | 0.6997
legal_question_answering_4653 | 0.7552 | 0.7213 | 0.7379
legal_question_answering_1780 | 0.6703 | 0.6390 | 0.6543
legal_question_answering_23931 | 0.7256 | 0.7542 | 0.7396
legal_question_answering_33028 | 0.7848 | 0.7442 | 0.7640
legal_question_answering_66150 | 0.6913 | 0.7127 | 0.7019
legal_question_answering_56793 | 0.6037 | 0.6235 | 0.6134
legal_question_answering_23155 | 0.7658 | 0.7659 | 0.7658
legal_question_answering_12893 | 0.8670 | 0.8241 | 0.8450
legal_question_answering_8590 | 0.6695 | 0.7068 | 0.6876
legal_question_answering_53548 | 0.7594 | 0.8302 | 0.7932
legal_question_answering_26614 | 0.7804 | 0.7311 | 0.7550
legal_question_answering_27629 | 0.7252 | 0.7116 | 0.7183
legal_question_answering_49661 | 0.4397 | 0.2820 | 0.3436
legal_question_answering_10109 | 0.7826 | 0.8215 | 0.8015
legal_question_answering_41965 | 0.7803 | 0.7427 | 0.7610
legal_question_answering_29419 | 0.0000 | 0.0000 | 0.0000
legal_question_answering_68563 | 0.3604 | 0.7791 | 0.4928
legal_question_answering_687 | 0.6680 | 0.6616 | 0.6648
legal_question_answering_29336 | 0.8584 | 0.7598 | 0.8061
legal_question_answering_59607 | 0.6214 | 0.5785 | 0.5992
legal_question_answering_55128 | 0.4707 | 0.4842 | 0.4774
legal_question_answering_35504 | 0.7336 | 0.7901 | 0.7608
legal_question_answering_61353 | 0.5925 | 0.6765 | 0.6318
legal_question_answering_55046 | 0.4836 | 0.4885 | 0.4860
legal_question_answering_27525 | 0.6744 | 0.7351 | 0.7034
legal_question_answering_6720 | 0.7299 | 0.6811 | 0.7047
legal_question_answering_53464 | 0.7415 | 0.7693 | 0.7552
legal_question_answering_15383 | 0.7032 | 0.5478 | 0.6158
legal_question_answering_791 | 0.6681 | 0.6109 | 0.6383
legal_question_answering_24896 | 0.6975 | 0.6322 | 0.6632
legal_question_answering_66806 | 0.2717 | 0.5129 | 0.3552
legal_question_answering_45836 | 0.6536 | 0.5848 | 0.6173
legal_question_answering_20637 | 0.8156 | 0.7783 | 0.7965
legal_question_answering_3429 | 0.6763 | 0.5978 | 0.6346
legal_question_answering_64164 | 0.6028 | 0.7047 | 0.6498
legal_question_answering_79308 | 0.3605 | 0.5609 | 0.4389
legal_question_answering_32330 | 0.6890 | 0.8191 | 0.7485
legal_question_answering_76328 | 0.7029 | 0.7385 | 0.7203
legal_question_answering_9791 | 0.8867 | 0.7949 | 0.8383
legal_question_answering_78430 | 0.6344 | 0.8628 | 0.7312
legal_question_answering_44946 | 0.6862 | 0.6451 | 0.6650
legal_question_answering_78717 | 0.6571 | 0.6673 | 0.6622
legal_question_answering_11001 | 0.6371 | 0.5969 | 0.6163
legal_question_answering_68318 | 0.4156 | 0.5230 | 0.4631
legal_question_answering_51413 | 0.4652 | 0.3039 | 0.3676
legal_question_answering_58616 | 0.5726 | 0.6073 | 0.5894
legal_question_answering_21638 | 0.7258 | 0.7796 | 0.7518
legal_question_answering_50831 | 0.4581 | 0.3053 | 0.3664
legal_question_answering_18546 | 0.7837 | 0.7107 | 0.7454
legal_question_answering_18572 | 0.6761 | 0.7246 | 0.6995
legal_question_answering_13851 | 0.7241 | 0.5668 | 0.6359
legal_question_answering_34694 | 0.6813 | 0.7248 | 0.7024
legal_question_answering_22963 | 0.7895 | 0.8098 | 0.7995
legal_question_answering_41238 | 0.8110 | 0.7385 | 0.7730
legal_question_answering_22797 | 0.6934 | 0.6640 | 0.6784
legal_question_answering_61181 | 0.5935 | 0.6193 | 0.6061
legal_question_answering_39009 | 0.6317 | 0.7924 | 0.7029
legal_question_answering_35915 | 0.7717 | 0.7855 | 0.7786
legal_question_answering_63767 | 0.5571 | 0.5830 | 0.5697
legal_question_answering_7915 | 0.5755 | 0.6213 | 0.5975
legal_question_answering_36769 | 0.6738 | 0.7490 | 0.7094
legal_question_answering_57829 | 0.6233 | 0.6508 | 0.6367
legal_question_answering_1067 | 0.8024 | 0.7494 | 0.7750
legal_question_answering_64950 | 0.6023 | 0.6863 | 0.6415
legal_question_answering_8149 | 0.3886 | 0.2368 | 0.2942
legal_question_answering_5935 | 0.6873 | 0.7233 | 0.7048
legal_question_answering_33672 | 0.6523 | 0.5825 | 0.6154
legal_question_answering_14754 | 0.6938 | 0.7803 | 0.7345
legal_question_answering_21586 | 0.6804 | 0.8047 | 0.7374
legal_question_answering_18698 | 0.7009 | 0.6355 | 0.6666
legal_question_answering_56687 | 0.7019 | 0.6791 | 0.6903
legal_question_answering_78557 | 0.4270 | 0.6758 | 0.5233
legal_question_answering_39647 | 0.8140 | 0.7993 | 0.8066
legal_question_answering_36492 | 0.7500 | 0.7981 | 0.7733
legal_question_answering_48966 | 0.7005 | 0.7269 | 0.7134
legal_question_answering_67611 | 0.5269 | 0.7854 | 0.6307
legal_question_answering_20907 | 0.6675 | 0.7778 | 0.7185
legal_question_answering_57964 | 0.7619 | 0.7819 | 0.7718
legal_question_answering_64423 | 0.5867 | 0.6645 | 0.6232
legal_question_answering_38701 | 0.7382 | 0.6339 | 0.6821
legal_question_answering_41298 | 0.7497 | 0.7444 | 0.7471
legal_question_answering_17914 | 0.7472 | 0.7548 | 0.7509
legal_question_answering_16894 | 0.7981 | 0.8036 | 0.8009
legal_question_answering_21081 | 0.7724 | 0.7509 | 0.7615
legal_question_answering_64690 | 0.5668 | 0.6534 | 0.6071
legal_question_answering_19351 | 0.7957 | 0.8025 | 0.7991
legal_question_answering_55236 | 0.5178 | 0.7458 | 0.6112
legal_question_answering_22860 | 0.8200 | 0.7987 | 0.8092
legal_question_answering_78490 | 0.6712 | 0.7966 | 0.7286
legal_question_answering_8719 | 0.6975 | 0.6754 | 0.6863
legal_question_answering_71164 | 0.3558 | 0.7012 | 0.4721
legal_question_answering_28205 | 0.7839 | 0.7390 | 0.7608
legal_question_answering_77927 | 0.3729 | 0.5996 | 0.4598
legal_question_answering_46963 | 0.7225 | 0.6942 | 0.7081
legal_question_answering_40847 | 0.6910 | 0.6756 | 0.6832
legal_question_answering_3246 | 0.6204 | 0.5787 | 0.5988
legal_question_answering_65095 | 0.6319 | 0.6531 | 0.6423
legal_question_answering_25717 | 0.7186 | 0.6866 | 0.7023
legal_question_answering_12233 | 0.7075 | 0.6280 | 0.6654
legal_question_answering_67265 | 0.3643 | 0.5064 | 0.4238
legal_question_answering_37648 | 0.8133 | 0.7987 | 0.8059
legal_question_answering_73261 | 0.3472 | 0.5511 | 0.4260
legal_question_answering_15156 | 0.6685 | 0.6308 | 0.6491
legal_question_answering_24029 | 0.6559 | 0.6714 | 0.6636
legal_question_answering_39154 | 0.6491 | 0.7506 | 0.6961
legal_question_answering_45620 | 0.7576 | 0.7545 | 0.7560
legal_question_answering_75452 | 0.8601 | 0.7841 | 0.8203
legal_question_answering_37252 | 0.5979 | 0.6453 | 0.6207
legal_question_answering_24315 | 0.8111 | 0.7139 | 0.7594
legal_question_answering_49609 | 0.7543 | 0.7717 | 0.7629
legal_question_answering_30151 | 0.8230 | 0.8323 | 0.8276
legal_question_answering_50291 | 0.6977 | 0.7564 | 0.7258
legal_question_answering_68573 | 0.3071 | 0.4910 | 0.3778
legal_question_answering_45125 | 0.7546 | 0.7668 | 0.7606
legal_question_answering_10359 | 0.7315 | 0.6215 | 0.6720
legal_question_answering_53969 | 0.5204 | 0.3300 | 0.4039
legal_question_answering_17189 | 0.7661 | 0.8007 | 0.7831
legal_question_answering_39866 | 0.7721 | 0.7615 | 0.7667
legal_question_answering_1527 | 0.6141 | 0.5350 | 0.5718
legal_question_answering_8864 | 0.6932 | 0.6626 | 0.6776
legal_question_answering_23909 | 0.7149 | 0.7238 | 0.7194
legal_question_answering_9382 | 0.6991 | 0.6113 | 0.6523
legal_question_answering_72438 | 0.3309 | 0.5990 | 0.4263
legal_question_answering_41883 | 0.6633 | 0.7333 | 0.6965
legal_question_answering_15548 | 0.7276 | 0.7546 | 0.7409
legal_question_answering_48547 | 0.6876 | 0.7546 | 0.7195
legal_question_answering_76501 | 0.6955 | 0.9130 | 0.7896
legal_question_answering_10807 | 0.7683 | 0.6604 | 0.7103
legal_question_answering_55051 | 0.7840 | 0.7970 | 0.7905
legal_question_answering_38821 | 0.6013 | 0.6523 | 0.6258
legal_question_answering_2870 | 0.6776 | 0.6428 | 0.6598
legal_question_answering_38446 | 0.7470 | 0.7550 | 0.7510
legal_question_answering_62314 | 0.6926 | 0.7080 | 0.7002
legal_question_answering_78138 | 0.7532 | 0.7653 | 0.7592
legal_question_answering_52635 | 0.8183 | 0.8540 | 0.8358
legal_question_answering_78845 | 0.8993 | 0.8284 | 0.8624
legal_question_answering_35718 | 0.7181 | 0.6520 | 0.6835
legal_question_answering_40884 | 0.7789 | 0.7685 | 0.7737
legal_question_answering_525 | 0.7628 | 0.6233 | 0.6860
legal_question_answering_77358 | 0.7402 | 0.6196 | 0.6746
legal_question_answering_28110 | 0.7412 | 0.7737 | 0.7571
legal_question_answering_59909 | 0.7849 | 0.7287 | 0.7558
legal_question_answering_42400 | 0.8083 | 0.7448 | 0.7752
legal_question_answering_59843 | 0.5349 | 0.5780 | 0.5556
legal_question_answering_42013 | 0.7666 | 0.8120 | 0.7887
legal_question_answering_34793 | 0.6484 | 0.7064 | 0.6762
legal_question_answering_47902 | 0.7327 | 0.7581 | 0.7452
legal_question_answering_8471 | 0.6489 | 0.6729 | 0.6607
legal_question_answering_59211 | 0.5105 | 0.5571 | 0.5328
legal_question_answering_75808 | 0.7398 | 0.4661 | 0.5719
legal_question_answering_548 | 0.7890 | 0.6214 | 0.6952
legal_question_answering_58376 | 0.5868 | 0.6274 | 0.6065
legal_question_answering_75389 | 0.5716 | 0.5675 | 0.5696
legal_question_answering_65170 | 0.5665 | 0.5984 | 0.5820
legal_question_answering_25967 | 0.7700 | 0.8412 | 0.8041
legal_question_answering_2721 | 0.7217 | 0.7067 | 0.7141
legal_question_answering_60985 | 0.6375 | 0.6109 | 0.6240
legal_question_answering_73028 | 0.3518 | 0.4826 | 0.4070
legal_question_answering_68558 | 0.4904 | 0.5918 | 0.5363
legal_question_answering_21669 | 0.0000 | 0.0000 | 0.0000
legal_question_answering_68560 | 0.3809 | 0.6567 | 0.4821
legal_question_answering_26298 | 0.7633 | 0.6644 | 0.7104
legal_question_answering_33877 | 0.7441 | 0.7132 | 0.7283
legal_question_answering_55468 | 0.6770 | 0.7293 | 0.7022
legal_question_answering_14161 | 0.7189 | 0.7858 | 0.7509
legal_question_answering_389 | 0.7577 | 0.7326 | 0.7449
legal_question_answering_29387 | 0.7566 | 0.7388 | 0.7476
legal_question_answering_69815 | 0.3512 | 0.5375 | 0.4248
legal_question_answering_31861 | 0.7689 | 0.7044 | 0.7352
legal_question_answering_24508 | 0.6486 | 0.7323 | 0.6879
legal_question_answering_60292 | 0.6544 | 0.5541 | 0.6001
legal_question_answering_1077 | 0.7257 | 0.7495 | 0.7374
legal_question_answering_69562 | 0.3386 | 0.6670 | 0.4492
legal_question_answering_59126 | 0.6795 | 0.6941 | 0.6867
legal_question_answering_73209 | 0.3810 | 0.5681 | 0.4561
legal_question_answering_4828 | 0.6701 | 0.6895 | 0.6797
legal_question_answering_69948 | 0.3474 | 0.5283 | 0.4192
legal_question_answering_64620 | 0.6646 | 0.7265 | 0.6941
legal_question_answering_9035 | 0.0000 | 0.0000 | 0.0000
legal_question_answering_891 | 0.5921 | 0.6006 | 0.5963
legal_question_answering_60354 | 0.6549 | 0.7238 | 0.6876
legal_question_answering_23809 | 0.7288 | 0.7892 | 0.7578
legal_question_answering_181 | 0.7138 | 0.6932 | 0.7033
legal_question_answering_24636 | 0.5556 | 0.4400 | 0.4911
legal_question_answering_56465 | 0.5939 | 0.6342 | 0.6134
legal_question_answering_49738 | 0.5002 | 0.3144 | 0.3861
legal_question_answering_53807 | 0.7661 | 0.7128 | 0.7385
legal_question_answering_54670 | 0.7263 | 0.8167 | 0.7689
legal_question_answering_69027 | 0.3868 | 0.7598 | 0.5126
legal_question_answering_11783 | 0.7102 | 0.6757 | 0.6925
legal_question_answering_26702 | 0.6183 | 0.5877 | 0.6026
legal_question_answering_74033 | 0.3785 | 0.6044 | 0.4655
legal_question_answering_51240 | 0.4664 | 0.3091 | 0.3718
legal_question_answering_25394 | 0.7455 | 0.6875 | 0.7153
legal_question_answering_65667 | 0.7414 | 0.7664 | 0.7537
legal_question_answering_76843 | 0.7926 | 0.7429 | 0.7669
legal_question_answering_17845 | 0.7082 | 0.7458 | 0.7265
legal_question_answering_37786 | 0.6765 | 0.7582 | 0.7150
legal_question_answering_15982 | 0.7588 | 0.7627 | 0.7608
legal_question_answering_47788 | 0.7703 | 0.6897 | 0.7278
legal_question_answering_22213 | 0.7599 | 0.6648 | 0.7092
legal_question_answering_37505 | 0.6787 | 0.8068 | 0.7372
legal_question_answering_40474 | 0.7374 | 0.6847 | 0.7101
legal_question_answering_4812 | 0.7042 | 0.6160 | 0.6572
legal_question_answering_48883 | 0.8474 | 0.7427 | 0.7916
legal_question_answering_58643 | 0.7383 | 0.6166 | 0.6720
legal_question_answering_71969 | 0.3408 | 0.5502 | 0.4209
legal_question_answering_4163 | 0.7170 | 0.7571 | 0.7365
legal_question_answering_49198 | 0.8333 | 0.8299 | 0.8316
legal_question_answering_29084 | 0.8009 | 0.8079 | 0.8044
legal_question_answering_5238 | 0.6866 | 0.6124 | 0.6474
legal_question_answering_12890 | 0.5647 | 0.5795 | 0.5720
legal_question_answering_41980 | 0.6576 | 0.7872 | 0.7166
legal_question_answering_79364 | 0.6866 | 0.6544 | 0.6701
legal_question_answering_60821 | 0.6062 | 0.6388 | 0.6220
legal_question_answering_44493 | 0.7045 | 0.6363 | 0.6686
legal_question_answering_44492 | 0.7061 | 0.7409 | 0.7231
legal_question_answering_34853 | 0.7233 | 0.7449 | 0.7339
legal_question_answering_3716 | 0.6268 | 0.7109 | 0.6662
legal_question_answering_74810 | 0.7231 | 0.7152 | 0.7191
legal_question_answering_47605 | 0.7855 | 0.6976 | 0.7390
legal_question_answering_31473 | 0.7614 | 0.8150 | 0.7873
legal_question_answering_69816 | 0.2901 | 0.4407 | 0.3498
legal_question_answering_70367 | 0.3912 | 0.5441 | 0.4551
legal_question_answering_70325 | 0.2938 | 0.6406 | 0.4029
legal_question_answering_23813 | 0.6860 | 0.6110 | 0.6463
legal_question_answering_17867 | 0.5927 | 0.6322 | 0.6118
legal_question_answering_31287 | 0.7769 | 0.7799 | 0.7784
legal_question_answering_31198 | 0.7821 | 0.7217 | 0.7507
legal_question_answering_459 | 0.6824 | 0.6698 | 0.6760
legal_question_answering_44441 | 0.7757 | 0.7930 | 0.7843
legal_question_answering_69628 | 0.4014 | 0.5641 | 0.4691
legal_question_answering_39362 | 0.7078 | 0.7128 | 0.7103
legal_question_answering_14803 | 0.6588 | 0.6214 | 0.6396
legal_question_answering_20548 | 0.7141 | 0.7305 | 0.7222
legal_question_answering_1185 | 0.7002 | 0.6838 | 0.6919
legal_question_answering_9616 | 0.6836 | 0.7181 | 0.7004
legal_question_answering_10415 | 0.7443 | 0.6666 | 0.7033
legal_question_answering_44055 | 0.7860 | 0.7323 | 0.7582
legal_question_answering_55684 | 0.0000 | 0.0000 | 0.0000
legal_question_answering_29807 | 0.7791 | 0.7510 | 0.7648
legal_question_answering_19350 | 0.7197 | 0.7567 | 0.7377
legal_question_answering_2119 | 0.6834 | 0.6978 | 0.6905
